ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000003061	ENSDARG00000074235
ENSDARG00000036272	ENSDARG00000070973
ENSDARG00000089153	ENSDARG00000058244
ENSDARG00000044973	ENSDARG00000036834
ENSDARG00000053810	ENSDARG00000022579
ENSDARG00000044973	ENSDARG00000036830
ENSDARG00000037405	ENSDARG00000004851
ENSDARG00000061099	ENSDARG00000056910
ENSDARG00000076122	ENSDARG00000041248
ENSDARG00000038352	ENSDARG00000006240
ENSDARG00000094014	ENSDARG00000052021
ENSDARG00000038260	ENSDARG00000070148
ENSDARG00000090540	ENSDARG00000057427
ENSDARG00000062889	ENSDARG00000063018
ENSDARG00000069620	ENSDARG00000056798
ENSDARG00000067828	ENSDARG00000022229
ENSDARG00000020845	ENSDARG00000078842
ENSDARG00000089289	ENSDARG00000089874
ENSDARG00000068992	ENSDARG00000012381
ENSDARG00000004184	ENSDARG00000012982
ENSDARG00000014967	ENSDARG00000031616
ENSDARG00000092090	ENSDARG00000086956
ENSDARG00000074322	ENSDARG00000041960
ENSDARG00000061873	ENSDARG00000073780
ENSDARG00000044976	ENSDARG00000094041
ENSDARG00000034808	ENSDARG00000022109
ENSDARG00000077854	ENSDARG00000078339
ENSDARG00000077352	ENSDARG00000061520
ENSDARG00000089153	ENSDARG00000093311
ENSDARG00000005095	ENSDARG00000068981
ENSDARG00000052215	ENSDARG00000028850
ENSDARG00000070513	ENSDARG00000074238
ENSDARG00000021443	ENSDARG00000016154
ENSDARG00000086287	ENSDARG00000078784
ENSDARG00000086591	ENSDARG00000086546
ENSDARG00000005139	ENSDARG00000039051
ENSDARG00000053800	ENSDARG00000092325
ENSDARG00000068657	ENSDARG00000014975
ENSDARG00000077434	ENSDARG00000035686
ENSDARG00000086505	ENSDARG00000061725
ENSDARG00000093515	ENSDARG00000026137
ENSDARG00000091172	ENSDARG00000091216
ENSDARG00000020057	ENSDARG00000011941
ENSDARG00000019842	ENSDARG00000007135
ENSDARG00000056753	ENSDARG00000019743
ENSDARG00000038785	ENSDARG00000052331
ENSDARG00000090876	ENSDARG00000045147
ENSDARG00000019564	ENSDARG00000010181
ENSDARG00000062608	ENSDARG00000071889
ENSDARG00000056019	ENSDARG00000056659
ENSDARG00000091064	ENSDARG00000041024
ENSDARG00000036721	ENSDARG00000092112
ENSDARG00000089560	ENSDARG00000092218
ENSDARG00000056006	ENSDARG00000073780
ENSDARG00000038199	ENSDARG00000091294
ENSDARG00000021318	ENSDARG00000035560
ENSDARG00000052895	ENSDARG00000010925
ENSDARG00000076213	ENSDARG00000024874
ENSDARG00000074585	ENSDARG00000075088
ENSDARG00000044414	ENSDARG00000088218
ENSDARG00000078169	ENSDARG00000079540
ENSDARG00000042539	ENSDARG00000023323
ENSDARG00000060096	ENSDARG00000077871
ENSDARG00000089584	ENSDARG00000021137
ENSDARG00000070401	ENSDARG00000030094
ENSDARG00000043555	ENSDARG00000030236
ENSDARG00000010317	ENSDARG00000069756
ENSDARG00000020178	ENSDARG00000017673
ENSDARG00000076107	ENSDARG00000078940
ENSDARG00000076076	ENSDARG00000076068
ENSDARG00000056920	ENSDARG00000069388
ENSDARG00000007425	ENSDARG00000026505
ENSDARG00000061564	ENSDARG00000088908
ENSDARG00000091203	ENSDARG00000094080
ENSDARG00000009472	ENSDARG00000037392
ENSDARG00000043701	ENSDARG00000043180
ENSDARG00000054778	ENSDARG00000076542
ENSDARG00000063415	ENSDARG00000091427
ENSDARG00000068704	ENSDARG00000094125
ENSDARG00000043953	ENSDARG00000071889
ENSDARG00000034605	ENSDARG00000004889
ENSDARG00000091660	ENSDARG00000039963
ENSDARG00000077198	ENSDARG00000028786
ENSDARG00000063635	ENSDARG00000061647
ENSDARG00000077854	ENSDARG00000078940
ENSDARG00000075963	ENSDARG00000001470
ENSDARG00000021936	ENSDARG00000075659
ENSDARG00000078951	ENSDARG00000075935
ENSDARG00000054342	ENSDARG00000087805
ENSDARG00000087622	ENSDARG00000042470
ENSDARG00000052497	ENSDARG00000045792
ENSDARG00000093123	ENSDARG00000088522
ENSDARG00000086762	ENSDARG00000040485
ENSDARG00000055983	ENSDARG00000056097
ENSDARG00000056154	ENSDARG00000073780
ENSDARG00000078011	ENSDARG00000089438
ENSDARG00000075183	ENSDARG00000060929
ENSDARG00000061974	ENSDARG00000058342
ENSDARG00000029803	ENSDARG00000078743
ENSDARG00000061142	ENSDARG00000063207
ENSDARG00000087406	ENSDARG00000044600
ENSDARG00000035715	ENSDARG00000039034
ENSDARG00000087167	ENSDARG00000077200
ENSDARG00000095173	ENSDARG00000091720
ENSDARG00000045926	ENSDARG00000035904
ENSDARG00000063568	ENSDARG00000078060
ENSDARG00000004692	ENSDARG00000043685
ENSDARG00000005108	ENSDARG00000003091
ENSDARG00000092638	ENSDARG00000094911
ENSDARG00000086591	ENSDARG00000088686
ENSDARG00000053487	ENSDARG00000022772
ENSDARG00000088192	ENSDARG00000027697
ENSDARG00000033444	ENSDARG00000001234
ENSDARG00000090630	ENSDARG00000038232
ENSDARG00000074591	ENSDARG00000039311
ENSDARG00000076777	ENSDARG00000074738
ENSDARG00000038089	ENSDARG00000089276
ENSDARG00000044002	ENSDARG00000068283
ENSDARG00000093272	ENSDARG00000078975
ENSDARG00000079171	ENSDARG00000003706
ENSDARG00000062608	ENSDARG00000010684
ENSDARG00000093198	ENSDARG00000001818
ENSDARG00000086591	ENSDARG00000076507
ENSDARG00000088475	ENSDARG00000075724
ENSDARG00000041394	ENSDARG00000015831
ENSDARG00000089087	ENSDARG00000038147
ENSDARG00000074328	ENSDARG00000014105
ENSDARG00000026531	ENSDARG00000058538
ENSDARG00000007791	ENSDARG00000032430
ENSDARG00000019752	ENSDARG00000026926
ENSDARG00000056600	ENSDARG00000071021
ENSDARG00000092249	ENSDARG00000086847
ENSDARG00000067509	ENSDARG00000015425
ENSDARG00000044132	ENSDARG00000031489
ENSDARG00000087951	ENSDARG00000088401
ENSDARG00000091728	ENSDARG00000075216
ENSDARG00000092249	ENSDARG00000089112
ENSDARG00000069625	ENSDARG00000079170
ENSDARG00000076644	ENSDARG00000062906
ENSDARG00000076854	ENSDARG00000059935
ENSDARG00000090279	ENSDARG00000086633
ENSDARG00000056774	ENSDARG00000006079
ENSDARG00000071860	ENSDARG00000042656
ENSDARG00000062084	ENSDARG00000012269
ENSDARG00000004312	ENSDARG00000046048
ENSDARG00000057519	ENSDARG00000078400
ENSDARG00000001676	ENSDARG00000005739
ENSDARG00000044029	ENSDARG00000042277
ENSDARG00000086591	ENSDARG00000093071
ENSDARG00000007302	ENSDARG00000013360
ENSDARG00000054304	ENSDARG00000024598
ENSDARG00000029635	ENSDARG00000073780
ENSDARG00000089724	ENSDARG00000068386
ENSDARG00000093027	ENSDARG00000074738
ENSDARG00000052329	ENSDARG00000041998
ENSDARG00000057671	ENSDARG00000008697
ENSDARG00000058924	ENSDARG00000044774
ENSDARG00000078951	ENSDARG00000090614
ENSDARG00000016773	ENSDARG00000060316
ENSDARG00000034165	ENSDARG00000035899
ENSDARG00000042452	ENSDARG00000044752
ENSDARG00000074325	ENSDARG00000041454
ENSDARG00000055983	ENSDARG00000027697
ENSDARG00000063253	ENSDARG00000062447
ENSDARG00000078758	ENSDARG00000059692
ENSDARG00000004648	ENSDARG00000020102
ENSDARG00000074466	ENSDARG00000006944
ENSDARG00000093981	ENSDARG00000040599
ENSDARG00000031768	ENSDARG00000001910
ENSDARG00000051734	ENSDARG00000091051
ENSDARG00000022334	ENSDARG00000090268
ENSDARG00000077854	ENSDARG00000075724
ENSDARG00000089562	ENSDARG00000088522
ENSDARG00000077468	ENSDARG00000058638
ENSDARG00000062610	ENSDARG00000074959
ENSDARG00000021996	ENSDARG00000006624
ENSDARG00000079372	ENSDARG00000095048
ENSDARG00000043951	ENSDARG00000077343
ENSDARG00000073777	ENSDARG00000089685
ENSDARG00000077284	ENSDARG00000076962
ENSDARG00000053015	ENSDARG00000075760
ENSDARG00000053855	ENSDARG00000070319
ENSDARG00000057117	ENSDARG00000056230
ENSDARG00000039142	ENSDARG00000019062
ENSDARG00000044015	ENSDARG00000042723
ENSDARG00000051775	ENSDARG00000088291
ENSDARG00000045930	ENSDARG00000079578
ENSDARG00000042948	ENSDARG00000004836
ENSDARG00000062955	ENSDARG00000061362
ENSDARG00000091172	ENSDARG00000091791
ENSDARG00000003974	ENSDARG00000010563
ENSDARG00000068653	ENSDARG00000004301
ENSDARG00000086969	ENSDARG00000076707
ENSDARG00000075379	ENSDARG00000086552
ENSDARG00000051726	ENSDARG00000078724
ENSDARG00000090630	ENSDARG00000087066
ENSDARG00000040309	ENSDARG00000055177
ENSDARG00000051732	ENSDARG00000088686
ENSDARG00000053130	ENSDARG00000087386
ENSDARG00000074089	ENSDARG00000078400
ENSDARG00000093195	ENSDARG00000089397
ENSDARG00000044541	ENSDARG00000030161
ENSDARG00000076129	ENSDARG00000088028
ENSDARG00000091599	ENSDARG00000059798
ENSDARG00000068659	ENSDARG00000004598
ENSDARG00000070282	ENSDARG00000091525
ENSDARG00000079770	ENSDARG00000037682
ENSDARG00000037545	ENSDARG00000055852
ENSDARG00000086984	ENSDARG00000086657
ENSDARG00000074322	ENSDARG00000087625
ENSDARG00000003016	ENSDARG00000042065
ENSDARG00000062934	ENSDARG00000036560
ENSDARG00000038321	ENSDARG00000074612
ENSDARG00000074089	ENSDARG00000074959
ENSDARG00000074117	ENSDARG00000076824
ENSDARG00000037388	ENSDARG00000013020
ENSDARG00000039547	ENSDARG00000079909
ENSDARG00000095568	ENSDARG00000059231
ENSDARG00000087426	ENSDARG00000076239
ENSDARG00000058128	ENSDARG00000028740
ENSDARG00000009885	ENSDARG00000042920
ENSDARG00000043951	ENSDARG00000078940
ENSDARG00000074999	ENSDARG00000078774
ENSDARG00000025783	ENSDARG00000088989
ENSDARG00000043962	ENSDARG00000088048
ENSDARG00000069265	ENSDARG00000069245
ENSDARG00000027495	ENSDARG00000093260
ENSDARG00000038634	ENSDARG00000070810
ENSDARG00000020573	ENSDARG00000005774
ENSDARG00000086903	ENSDARG00000075757
ENSDARG00000093215	ENSDARG00000088752
ENSDARG00000069888	ENSDARG00000006580
ENSDARG00000010654	ENSDARG00000056619
ENSDARG00000017860	ENSDARG00000002644
ENSDARG00000062086	ENSDARG00000062477
ENSDARG00000062511	ENSDARG00000090150
ENSDARG00000059311	ENSDARG00000011141
ENSDARG00000091728	ENSDARG00000094610
ENSDARG00000043557	ENSDARG00000008212
ENSDARG00000094896	ENSDARG00000068562
ENSDARG00000038867	ENSDARG00000068567
ENSDARG00000091211	ENSDARG00000088366
ENSDARG00000040928	ENSDARG00000040628
ENSDARG00000060012	ENSDARG00000039891
ENSDARG00000051778	ENSDARG00000075482
ENSDARG00000092127	ENSDARG00000074572
ENSDARG00000059822	ENSDARG00000062618
ENSDARG00000091203	ENSDARG00000088453
ENSDARG00000078196	ENSDARG00000079293
ENSDARG00000093855	ENSDARG00000040601
ENSDARG00000056180	ENSDARG00000027697
ENSDARG00000006281	ENSDARG00000009782
ENSDARG00000090715	ENSDARG00000003682
ENSDARG00000077531	ENSDARG00000075892
ENSDARG00000042826	ENSDARG00000044098
ENSDARG00000054321	ENSDARG00000053201
ENSDARG00000087773	ENSDARG00000031911
ENSDARG00000017369	ENSDARG00000040920
ENSDARG00000088029	ENSDARG00000038532
ENSDARG00000014556	ENSDARG00000091801
ENSDARG00000034443	ENSDARG00000006889
ENSDARG00000089854	ENSDARG00000010878
ENSDARG00000091064	ENSDARG00000041005
ENSDARG00000091064	ENSDARG00000041003
ENSDARG00000078618	ENSDARG00000076338
ENSDARG00000059594	ENSDARG00000086645
ENSDARG00000058108	ENSDARG00000069011
ENSDARG00000076107	ENSDARG00000075724
ENSDARG00000094082	ENSDARG00000037154
ENSDARG00000087854	ENSDARG00000086751
ENSDARG00000068894	ENSDARG00000068965
ENSDARG00000094183	ENSDARG00000074612
ENSDARG00000077322	ENSDARG00000059582
ENSDARG00000093123	ENSDARG00000087958
ENSDARG00000005578	ENSDARG00000008200
ENSDARG00000063313	ENSDARG00000076015
ENSDARG00000056154	ENSDARG00000033266
ENSDARG00000043962	ENSDARG00000037677
ENSDARG00000038159	ENSDARG00000007369
ENSDARG00000092031	ENSDARG00000088829
ENSDARG00000078941	ENSDARG00000089405
ENSDARG00000070280	ENSDARG00000088291
ENSDARG00000087327	ENSDARG00000070329
ENSDARG00000068363	ENSDARG00000067567
ENSDARG00000087707	ENSDARG00000086383
ENSDARG00000076679	ENSDARG00000090142
ENSDARG00000022438	ENSDARG00000054588
ENSDARG00000089560	ENSDARG00000092238
ENSDARG00000023861	ENSDARG00000005464
ENSDARG00000076129	ENSDARG00000088259
ENSDARG00000003631	ENSDARG00000011703
ENSDARG00000021265	ENSDARG00000030157
ENSDARG00000079618	ENSDARG00000062315
ENSDARG00000079062	ENSDARG00000059598
ENSDARG00000074843	ENSDARG00000079889
ENSDARG00000040065	ENSDARG00000069450
ENSDARG00000044251	ENSDARG00000033614
ENSDARG00000013856	ENSDARG00000009443
ENSDARG00000051732	ENSDARG00000075220
ENSDARG00000062423	ENSDARG00000007421
ENSDARG00000076461	ENSDARG00000037682
ENSDARG00000037789	ENSDARG00000022817
ENSDARG00000070651	ENSDARG00000009208
ENSDARG00000095336	ENSDARG00000091720
ENSDARG00000052642	ENSDARG00000045145
ENSDARG00000076107	ENSDARG00000010684
ENSDARG00000070140	ENSDARG00000052772
ENSDARG00000059461	ENSDARG00000035771
ENSDARG00000020574	ENSDARG00000035458
ENSDARG00000037042	ENSDARG00000086808
ENSDARG00000071105	ENSDARG00000070622
ENSDARG00000033660	ENSDARG00000023217
ENSDARG00000068928	ENSDARG00000091205
ENSDARG00000042428	ENSDARG00000095464
ENSDARG00000044973	ENSDARG00000090268
ENSDARG00000091778	ENSDARG00000071364
ENSDARG00000070265	ENSDARG00000087235
ENSDARG00000087377	ENSDARG00000095347
ENSDARG00000058460	ENSDARG00000076401
ENSDARG00000068928	ENSDARG00000076507
ENSDARG00000058305	ENSDARG00000089046
ENSDARG00000033473	ENSDARG00000077905
ENSDARG00000087167	ENSDARG00000038232
ENSDARG00000086623	ENSDARG00000075962
ENSDARG00000044976	ENSDARG00000092947
ENSDARG00000057519	ENSDARG00000071892
ENSDARG00000057519	ENSDARG00000071893
ENSDARG00000057519	ENSDARG00000071890
ENSDARG00000057519	ENSDARG00000071891
ENSDARG00000057519	ENSDARG00000071894
ENSDARG00000057519	ENSDARG00000071895
ENSDARG00000013855	ENSDARG00000055253
ENSDARG00000071454	ENSDARG00000045089
ENSDARG00000033307	ENSDARG00000018643
ENSDARG00000089719	ENSDARG00000088259
ENSDARG00000077388	ENSDARG00000003684
ENSDARG00000062518	ENSDARG00000092344
ENSDARG00000091778	ENSDARG00000088435
ENSDARG00000090630	ENSDARG00000077200
ENSDARG00000042903	ENSDARG00000039863
ENSDARG00000089348	ENSDARG00000071325
ENSDARG00000092366	ENSDARG00000078774
ENSDARG00000007517	ENSDARG00000073803
ENSDARG00000051736	ENSDARG00000076507
ENSDARG00000095381	ENSDARG00000007787
ENSDARG00000012649	ENSDARG00000070428
ENSDARG00000030265	ENSDARG00000033662
ENSDARG00000007691	ENSDARG00000019239
ENSDARG00000070289	ENSDARG00000093756
ENSDARG00000026325	ENSDARG00000016718
ENSDARG00000090580	ENSDARG00000040741
ENSDARG00000056006	ENSDARG00000027697
ENSDARG00000056154	ENSDARG00000056097
ENSDARG00000089168	ENSDARG00000020373
ENSDARG00000009779	ENSDARG00000008363
ENSDARG00000078941	ENSDARG00000091066
ENSDARG00000086304	ENSDARG00000076507
ENSDARG00000094766	ENSDARG00000093893
ENSDARG00000094908	ENSDARG00000078527
ENSDARG00000008548	ENSDARG00000026482
ENSDARG00000070371	ENSDARG00000031770
ENSDARG00000088768	ENSDARG00000062964
ENSDARG00000076742	ENSDARG00000021488
ENSDARG00000023546	ENSDARG00000091306
ENSDARG00000043997	ENSDARG00000092091
ENSDARG00000054253	ENSDARG00000017386
ENSDARG00000068659	ENSDARG00000075128
ENSDARG00000040735	ENSDARG00000008219
ENSDARG00000092523	ENSDARG00000038532
ENSDARG00000086903	ENSDARG00000069769
ENSDARG00000043142	ENSDARG00000092238
ENSDARG00000007219	ENSDARG00000089776
ENSDARG00000070280	ENSDARG00000086552
ENSDARG00000057273	ENSDARG00000069966
ENSDARG00000086604	ENSDARG00000076507
ENSDARG00000074937	ENSDARG00000086552
ENSDARG00000068660	ENSDARG00000074966
ENSDARG00000045823	ENSDARG00000015222
ENSDARG00000025783	ENSDARG00000089478
ENSDARG00000093981	ENSDARG00000040601
ENSDARG00000089943	ENSDARG00000071779
ENSDARG00000076461	ENSDARG00000095637
ENSDARG00000077539	ENSDARG00000037682
ENSDARG00000075761	ENSDARG00000056075
ENSDARG00000003175	ENSDARG00000025033
ENSDARG00000039608	ENSDARG00000016460
ENSDARG00000056845	ENSDARG00000056075
ENSDARG00000051775	ENSDARG00000093071
ENSDARG00000015512	ENSDARG00000045141
ENSDARG00000071368	ENSDARG00000088401
ENSDARG00000086698	ENSDARG00000089006
ENSDARG00000069440	ENSDARG00000003142
ENSDARG00000007709	ENSDARG00000058252
ENSDARG00000075109	ENSDARG00000091720
ENSDARG00000092743	ENSDARG00000095115
ENSDARG00000059060	ENSDARG00000055525
ENSDARG00000028354	ENSDARG00000088862
ENSDARG00000076129	ENSDARG00000089397
ENSDARG00000090279	ENSDARG00000074966
ENSDARG00000088532	ENSDARG00000059324
ENSDARG00000061844	ENSDARG00000059742
ENSDARG00000091172	ENSDARG00000094125
ENSDARG00000036558	ENSDARG00000095901
ENSDARG00000033537	ENSDARG00000071082
ENSDARG00000090118	ENSDARG00000040190
ENSDARG00000005522	ENSDARG00000079165
ENSDARG00000086224	ENSDARG00000075858
ENSDARG00000014209	ENSDARG00000021432
ENSDARG00000060246	ENSDARG00000075318
ENSDARG00000069622	ENSDARG00000079170
ENSDARG00000074317	ENSDARG00000090338
ENSDARG00000087167	ENSDARG00000090083
ENSDARG00000095379	ENSDARG00000089928
ENSDARG00000074079	ENSDARG00000087545
ENSDARG00000007289	ENSDARG00000052555
ENSDARG00000091249	ENSDARG00000087356
ENSDARG00000086969	ENSDARG00000089195
ENSDARG00000044935	ENSDARG00000018351
ENSDARG00000003616	ENSDARG00000036870
ENSDARG00000086969	ENSDARG00000079937
ENSDARG00000088634	ENSDARG00000068890
ENSDARG00000087167	ENSDARG00000088435
ENSDARG00000061774	ENSDARG00000042029
ENSDARG00000087422	ENSDARG00000039241
ENSDARG00000024537	ENSDARG00000026166
ENSDARG00000056090	ENSDARG00000034240
ENSDARG00000055920	ENSDARG00000027697
ENSDARG00000069826	ENSDARG00000008219
ENSDARG00000074145	ENSDARG00000058941
ENSDARG00000077261	ENSDARG00000056111
ENSDARG00000074308	ENSDARG00000091128
ENSDARG00000079074	ENSDARG00000087008
ENSDARG00000090689	ENSDARG00000045143
ENSDARG00000007356	ENSDARG00000086070
ENSDARG00000043719	ENSDARG00000093068
ENSDARG00000019135	ENSDARG00000060211
ENSDARG00000023472	ENSDARG00000014571
ENSDARG00000076508	ENSDARG00000077654
ENSDARG00000076777	ENSDARG00000071893
ENSDARG00000076777	ENSDARG00000071892
ENSDARG00000076777	ENSDARG00000071891
ENSDARG00000076777	ENSDARG00000071890
ENSDARG00000076777	ENSDARG00000071895
ENSDARG00000076777	ENSDARG00000071894
ENSDARG00000076107	ENSDARG00000071895
ENSDARG00000075963	ENSDARG00000069471
ENSDARG00000037587	ENSDARG00000044278
ENSDARG00000019103	ENSDARG00000018782
ENSDARG00000093123	ENSDARG00000076583
ENSDARG00000001127	ENSDARG00000041150
ENSDARG00000015167	ENSDARG00000002947
ENSDARG00000068520	ENSDARG00000033266
ENSDARG00000094862	ENSDARG00000056097
ENSDARG00000094348	ENSDARG00000052021
ENSDARG00000035553	ENSDARG00000058064
ENSDARG00000055540	ENSDARG00000029075
ENSDARG00000079772	ENSDARG00000030479
ENSDARG00000056245	ENSDARG00000052923
ENSDARG00000015230	ENSDARG00000015901
ENSDARG00000057286	ENSDARG00000051819
ENSDARG00000079653	ENSDARG00000068283
ENSDARG00000002634	ENSDARG00000052326
ENSDARG00000088967	ENSDARG00000016381
ENSDARG00000088801	ENSDARG00000089622
ENSDARG00000005704	ENSDARG00000077296
ENSDARG00000061517	ENSDARG00000004789
ENSDARG00000007053	ENSDARG00000041960
ENSDARG00000069622	ENSDARG00000004109
ENSDARG00000062608	ENSDARG00000095637
ENSDARG00000067570	ENSDARG00000055120
ENSDARG00000095072	ENSDARG00000011701
ENSDARG00000078951	ENSDARG00000078339
ENSDARG00000070286	ENSDARG00000087235
ENSDARG00000067815	ENSDARG00000061970
ENSDARG00000042525	ENSDARG00000091287
ENSDARG00000067828	ENSDARG00000033266
ENSDARG00000008859	ENSDARG00000055118
ENSDARG00000071368	ENSDARG00000090083
ENSDARG00000074089	ENSDARG00000071889
ENSDARG00000032532	ENSDARG00000039880
ENSDARG00000022001	ENSDARG00000008255
ENSDARG00000078684	ENSDARG00000074824
ENSDARG00000060976	ENSDARG00000061308
ENSDARG00000041569	ENSDARG00000011636
ENSDARG00000086604	ENSDARG00000091205
ENSDARG00000051736	ENSDARG00000088686
ENSDARG00000062341	ENSDARG00000074617
ENSDARG00000041023	ENSDARG00000043864
ENSDARG00000068928	ENSDARG00000088291
ENSDARG00000031086	ENSDARG00000035650
ENSDARG00000087390	ENSDARG00000045143
ENSDARG00000025111	ENSDARG00000058876
ENSDARG00000033320	ENSDARG00000042794
ENSDARG00000011283	ENSDARG00000068503
ENSDARG00000062745	ENSDARG00000061573
ENSDARG00000077854	ENSDARG00000079424
ENSDARG00000014068	ENSDARG00000005423
ENSDARG00000090183	ENSDARG00000089695
ENSDARG00000062962	ENSDARG00000060697
ENSDARG00000089562	ENSDARG00000086307
ENSDARG00000058089	ENSDARG00000074676
ENSDARG00000088172	ENSDARG00000091311
ENSDARG00000068704	ENSDARG00000088846
ENSDARG00000077950	ENSDARG00000026895
ENSDARG00000001767	ENSDARG00000033909
ENSDARG00000091960	ENSDARG00000052021
ENSDARG00000090822	ENSDARG00000040190
ENSDARG00000070265	ENSDARG00000074260
ENSDARG00000058463	ENSDARG00000014915
ENSDARG00000094034	ENSDARG00000091720
ENSDARG00000006200	ENSDARG00000077766
ENSDARG00000076107	ENSDARG00000071889
ENSDARG00000000161	ENSDARG00000054973
ENSDARG00000074480	ENSDARG00000073707
ENSDARG00000014488	ENSDARG00000011166
ENSDARG00000016999	ENSDARG00000004328
ENSDARG00000005966	ENSDARG00000002771
ENSDARG00000042980	ENSDARG00000013524
ENSDARG00000005001	ENSDARG00000056057
ENSDARG00000026329	ENSDARG00000017748
ENSDARG00000044016	ENSDARG00000042141
ENSDARG00000061260	ENSDARG00000087671
ENSDARG00000030532	ENSDARG00000067634
ENSDARG00000068231	ENSDARG00000045758
ENSDARG00000061687	ENSDARG00000060862
ENSDARG00000078068	ENSDARG00000061047
ENSDARG00000014976	ENSDARG00000026985
ENSDARG00000009738	ENSDARG00000062174
ENSDARG00000020204	ENSDARG00000025567
ENSDARG00000014356	ENSDARG00000092947
ENSDARG00000027966	ENSDARG00000076073
ENSDARG00000075806	ENSDARG00000060939
ENSDARG00000077840	ENSDARG00000091279
ENSDARG00000021086	ENSDARG00000094514
ENSDARG00000062754	ENSDARG00000040069
ENSDARG00000058231	ENSDARG00000039399
ENSDARG00000063282	ENSDARG00000079491
ENSDARG00000042953	ENSDARG00000013524
ENSDARG00000040594	ENSDARG00000056097
ENSDARG00000015076	ENSDARG00000069451
ENSDARG00000044827	ENSDARG00000002483
ENSDARG00000055722	ENSDARG00000041715
ENSDARG00000043951	ENSDARG00000079937
ENSDARG00000044975	ENSDARG00000092947
ENSDARG00000032465	ENSDARG00000026248
ENSDARG00000018492	ENSDARG00000067720
ENSDARG00000089289	ENSDARG00000090348
ENSDARG00000073771	ENSDARG00000038237
ENSDARG00000087651	ENSDARG00000011701
ENSDARG00000088879	ENSDARG00000063540
