GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000071083	ENSDART00000005112	17	15	
ENSDARG00000037473	ENSDART00000054550	4	3	
ENSDARG00000037473	ENSDART00000143960	6	1	
ENSDARG00000071551	ENSDART00000105858	5	0	
ENSDARG00000071554	ENSDART00000135765	18	13	
ENSDARG00000071554	ENSDART00000122634	2	0	
ENSDARG00000071554	ENSDART00000105865	1	0	
ENSDARG00000071555	ENSDART00000122722	3	12	
ENSDARG00000071558	ENSDART00000145379	1	1	
ENSDARG00000071558	ENSDART00000139720	5	9	
ENSDARG00000076689	ENSDART00000136755	21	24	
ENSDARG00000076689	ENSDART00000111956	19	33	
ENSDARG00000076689	ENSDART00000142648	52	46	
ENSDARG00000027649	ENSDART00000153029	1	10	
ENSDARG00000027649	ENSDART00000040292	64	86	
ENSDARG00000027649	ENSDART00000139469	6	7	
ENSDARG00000086838	ENSDART00000134694	39	8	
ENSDARG00000086838	ENSDART00000141045	1	1	
ENSDARG00000086838	ENSDART00000122223	46	45	
ENSDARG00000013979	ENSDART00000006373	14	7	
ENSDARG00000069662	ENSDART00000101530	16	11	
ENSDARG00000069662	ENSDART00000144375	1	0	
ENSDARG00000069661	ENSDART00000101529	26	31	
ENSDARG00000069661	ENSDART00000152149	4	6	
ENSDARG00000069660	ENSDART00000101528	76	71	
ENSDARG00000069660	ENSDART00000149774	18	24	
ENSDARG00000058287	ENSDART00000149891	0	2	
ENSDARG00000058287	ENSDART00000037986	45	46	
ENSDARG00000013973	ENSDART00000012826	37	51	
ENSDARG00000013973	ENSDART00000153008	2	1	
ENSDARG00000069595	ENSDART00000149116	3	12	
ENSDARG00000069595	ENSDART00000101413	0	1	
ENSDARG00000069595	ENSDART00000143363	34	21	
ENSDARG00000062363	ENSDART00000090010	9	5	
ENSDARG00000062363	ENSDART00000138215	1	2	
ENSDARG00000062363	ENSDART00000136183	5	1	
ENSDARG00000062362	ENSDART00000138123	62	78	
ENSDARG00000069593	ENSDART00000139920	1	0	
ENSDARG00000069593	ENSDART00000101409	49	44	
ENSDARG00000076022	ENSDART00000109491	1	0	
ENSDARG00000076028	ENSDART00000114839	41	56	
ENSDARG00000086301	ENSDART00000152741	18	10	
ENSDARG00000086301	ENSDART00000124100	8	11	
ENSDARG00000038713	ENSDART00000056536	55	57	
ENSDARG00000038713	ENSDART00000141784	2	1	
ENSDARG00000030129	ENSDART00000050352	70	57	
ENSDARG00000030125	ENSDART00000130271	10	4	
ENSDARG00000024694	ENSDART00000141806	8	7	
ENSDARG00000024694	ENSDART00000138204	10	12	
ENSDARG00000024694	ENSDART00000037459	4	0	
ENSDARG00000024694	ENSDART00000131398	11	30	
ENSDARG00000024694	ENSDART00000128768	5	8	
ENSDARG00000043133	ENSDART00000063325	7	4	
ENSDARG00000043133	ENSDART00000146094	5	6	
ENSDARG00000077643	ENSDART00000105623	63	64	
ENSDARG00000077643	ENSDART00000133017	5	8	
ENSDARG00000077643	ENSDART00000135461	9	4	
ENSDARG00000005544	ENSDART00000132141	1	0	
ENSDARG00000005544	ENSDART00000014970	57	39	
ENSDARG00000005544	ENSDART00000132244	0	2	
ENSDARG00000005540	ENSDART00000145264	1	1	
ENSDARG00000088245	ENSDART00000137958	12	15	
ENSDARG00000088245	ENSDART00000125835	2	0	
ENSDARG00000007034	ENSDART00000142912	7	10	
ENSDARG00000007034	ENSDART00000139236	1	0	
ENSDARG00000007034	ENSDART00000132290	3	12	
ENSDARG00000007034	ENSDART00000133156	15	12	
ENSDARG00000002002	ENSDART00000008913	11	5	
ENSDARG00000002002	ENSDART00000124991	37	35	
ENSDARG00000088241	ENSDART00000135732	3	3	
ENSDARG00000088241	ENSDART00000142050	8	3	
ENSDARG00000088241	ENSDART00000139914	14	10	
ENSDARG00000017386	ENSDART00000135618	26	32	
ENSDARG00000094139	ENSDART00000138618	0	1	
ENSDARG00000094139	ENSDART00000147304	2	5	
ENSDARG00000094138	ENSDART00000147248	3	7	
ENSDARG00000094138	ENSDART00000133001	3	7	
ENSDARG00000094135	ENSDART00000144527	36	60	
ENSDARG00000094135	ENSDART00000133088	0	1	
ENSDARG00000094133	ENSDART00000142820	95	102	
ENSDARG00000094133	ENSDART00000140402	3	5	
ENSDARG00000009899	ENSDART00000003548	191	199	
ENSDARG00000009899	ENSDART00000140589	23	4	
ENSDARG00000009899	ENSDART00000139537	26	32	
ENSDARG00000009899	ENSDART00000136086	3	3	
ENSDARG00000095668	ENSDART00000139077	6	7	
ENSDARG00000075641	ENSDART00000115318	3	6	
ENSDARG00000075643	ENSDART00000113889	51	34	
ENSDARG00000075643	ENSDART00000151111	9	1	
ENSDARG00000034718	ENSDART00000048320	0	1	
ENSDARG00000034718	ENSDART00000047653	4	2	
ENSDARG00000034718	ENSDART00000130352	4	10	
ENSDARG00000034710	ENSDART00000128736	39	30	
ENSDARG00000034710	ENSDART00000043643	9	10	
ENSDARG00000034714	ENSDART00000032290	78	99	
ENSDARG00000034714	ENSDART00000140463	9	3	
ENSDARG00000034717	ENSDART00000101056	5	9	
ENSDARG00000009782	ENSDART00000138858	0	1	
ENSDARG00000009782	ENSDART00000041142	337	224	
ENSDARG00000042697	ENSDART00000129480	33	22	
ENSDARG00000042697	ENSDART00000142399	3	3	
ENSDARG00000045641	ENSDART00000067114	21	23	
ENSDARG00000045641	ENSDART00000088884	75	67	
ENSDARG00000016260	ENSDART00000027718	90	58	
ENSDARG00000016260	ENSDART00000143341	9	18	
ENSDARG00000016263	ENSDART00000147702	61	69	
ENSDARG00000016263	ENSDART00000135644	1	11	
ENSDARG00000016263	ENSDART00000149764	1	3	
ENSDARG00000092038	ENSDART00000136660	26	14	
ENSDARG00000092038	ENSDART00000147244	31	37	
ENSDARG00000092039	ENSDART00000135764	121	124	
ENSDARG00000092039	ENSDART00000147021	8	11	
ENSDARG00000092035	ENSDART00000138835	0	2	
ENSDARG00000092035	ENSDART00000134987	34	54	
ENSDARG00000092031	ENSDART00000140358	2	1	
ENSDARG00000092031	ENSDART00000142662	2	0	
ENSDARG00000092031	ENSDART00000134611	2	3	
ENSDARG00000092033	ENSDART00000136377	21	25	
ENSDARG00000092033	ENSDART00000138785	7	7	
ENSDARG00000009252	ENSDART00000023337	0	1	
ENSDARG00000009252	ENSDART00000130687	13	5	
ENSDARG00000008784	ENSDART00000019762	9	11	
ENSDARG00000008784	ENSDART00000098834	79	69	
ENSDARG00000008788	ENSDART00000017902	5	2	
ENSDARG00000068141	ENSDART00000098355	1	2	
ENSDARG00000044591	ENSDART00000065497	1	0	
ENSDARG00000044591	ENSDART00000041939	40	60	
ENSDARG00000068143	ENSDART00000098357	89	83	
ENSDARG00000068143	ENSDART00000144707	1	0	
ENSDARG00000044596	ENSDART00000065503	20	26	
ENSDARG00000087821	ENSDART00000149341	23	13	
ENSDARG00000008127	ENSDART00000152322	18	7	
ENSDARG00000002787	ENSDART00000100632	0	2	
ENSDARG00000002787	ENSDART00000045679	81	89	
ENSDARG00000017602	ENSDART00000151459	4	1	
ENSDARG00000017602	ENSDART00000020603	25	35	
ENSDARG00000017602	ENSDART00000151225	3	7	
ENSDARG00000017602	ENSDART00000151316	14	4	
ENSDARG00000017605	ENSDART00000146839	5	3	
ENSDARG00000017605	ENSDART00000026694	3	2	
ENSDARG00000043907	ENSDART00000148831	220	155	
ENSDARG00000043905	ENSDART00000139343	7	2	
ENSDARG00000043905	ENSDART00000010942	56	52	
ENSDARG00000043902	ENSDART00000012376	50	43	
ENSDARG00000093079	ENSDART00000132496	80	52	
ENSDARG00000093079	ENSDART00000138080	10	10	
ENSDARG00000093078	ENSDART00000138170	0	3	
ENSDARG00000058508	ENSDART00000132238	0	1	
ENSDARG00000058508	ENSDART00000081374	15	2	
ENSDARG00000058502	ENSDART00000143271	2	1	
ENSDARG00000058507	ENSDART00000106266	12	9	
ENSDARG00000058507	ENSDART00000097136	21	22	
ENSDARG00000058507	ENSDART00000106261	4	4	
ENSDARG00000058504	ENSDART00000135761	0	3	
ENSDARG00000058504	ENSDART00000054837	2	2	
ENSDARG00000058504	ENSDART00000122812	1	0	
ENSDARG00000058504	ENSDART00000144954	4	1	
ENSDARG00000074892	ENSDART00000150083	2	0	
ENSDARG00000074892	ENSDART00000114172	24	25	
ENSDARG00000074897	ENSDART00000143321	7	6	
ENSDARG00000074897	ENSDART00000111075	0	1	
ENSDARG00000074895	ENSDART00000124122	9	11	
ENSDARG00000074895	ENSDART00000146097	19	13	
ENSDARG00000096641	ENSDART00000152569	8	7	
ENSDARG00000096641	ENSDART00000152701	10	12	
ENSDARG00000002872	ENSDART00000138018	1	4	
ENSDARG00000061458	ENSDART00000087662	73	58	
ENSDARG00000061458	ENSDART00000103114	1	1	
ENSDARG00000040450	ENSDART00000059207	46	30	
ENSDARG00000040453	ENSDART00000134565	3	0	
ENSDARG00000040453	ENSDART00000059209	72	44	
ENSDARG00000040452	ENSDART00000129750	44	24	
ENSDARG00000040452	ENSDART00000059208	27	30	
ENSDARG00000061454	ENSDART00000141629	52	19	
ENSDARG00000061454	ENSDART00000134196	3	8	
ENSDARG00000061450	ENSDART00000122856	24	29	
ENSDARG00000061450	ENSDART00000087643	24	10	
ENSDARG00000061451	ENSDART00000134113	1	1	
ENSDARG00000061451	ENSDART00000087658	232	231	
ENSDARG00000094890	ENSDART00000145348	1	1	
ENSDARG00000094890	ENSDART00000132663	147	115	
ENSDARG00000094896	ENSDART00000138050	34	23	
ENSDARG00000094896	ENSDART00000139566	4	2	
ENSDARG00000094896	ENSDART00000141026	7	1	
ENSDARG00000069379	ENSDART00000147230	1	4	
ENSDARG00000057508	ENSDART00000136315	12	5	
ENSDARG00000057508	ENSDART00000031188	178	178	
ENSDARG00000011777	ENSDART00000058468	6	2	
ENSDARG00000011777	ENSDART00000008696	13	8	
ENSDARG00000011777	ENSDART00000017053	11	17	
ENSDARG00000011770	ENSDART00000142987	8	10	
ENSDARG00000011770	ENSDART00000041992	46	41	
ENSDARG00000013415	ENSDART00000135831	9	3	
ENSDARG00000013415	ENSDART00000145087	70	46	
ENSDARG00000013415	ENSDART00000147986	15	9	
ENSDARG00000069374	ENSDART00000146998	4	1	
ENSDARG00000069374	ENSDART00000144045	12	10	
ENSDARG00000069374	ENSDART00000100895	9	3	
ENSDARG00000091916	ENSDART00000127735	21	10	
ENSDARG00000091916	ENSDART00000123773	14	14	
ENSDARG00000094277	ENSDART00000014415	6	3	
ENSDARG00000094277	ENSDART00000099600	14	9	
ENSDARG00000094271	ENSDART00000145951	1	4	
ENSDARG00000094271	ENSDART00000132332	2	1	
ENSDARG00000094272	ENSDART00000147330	59	32	
ENSDARG00000094272	ENSDART00000142008	34	35	
ENSDARG00000094278	ENSDART00000150831	18	23	
ENSDARG00000088589	ENSDART00000134423	0	3	
ENSDARG00000088589	ENSDART00000140378	3	0	
ENSDARG00000078319	ENSDART00000149106	1	4	
ENSDARG00000078317	ENSDART00000109626	0	7	
ENSDARG00000078317	ENSDART00000139058	7	1	
ENSDARG00000078311	ENSDART00000142664	0	1	
ENSDARG00000078311	ENSDART00000113194	29	20	
ENSDARG00000078311	ENSDART00000111027	6	4	
ENSDARG00000078313	ENSDART00000150202	23	9	
ENSDARG00000078313	ENSDART00000111420	0	1	
ENSDARG00000091005	ENSDART00000147005	13	22	
ENSDARG00000091006	ENSDART00000136939	6	13	
ENSDARG00000091006	ENSDART00000123710	36	73	
ENSDARG00000091000	ENSDART00000152003	31	35	
ENSDARG00000038754	ENSDART00000133018	8	10	
ENSDARG00000079042	ENSDART00000112682	3	3	
ENSDARG00000079042	ENSDART00000132750	1	3	
ENSDARG00000079043	ENSDART00000143719	1	2	
ENSDARG00000053979	ENSDART00000139255	1	0	
ENSDARG00000053979	ENSDART00000145352	0	6	
ENSDARG00000053979	ENSDART00000076103	18	5	
ENSDARG00000053979	ENSDART00000143302	3	2	
ENSDARG00000079020	ENSDART00000123399	55	40	
ENSDARG00000095635	ENSDART00000133426	57	50	
ENSDARG00000095635	ENSDART00000097363	31	26	
ENSDARG00000059485	ENSDART00000143410	13	17	
ENSDARG00000059485	ENSDART00000138246	0	3	
ENSDARG00000062164	ENSDART00000089528	97	76	
ENSDARG00000062164	ENSDART00000131875	11	18	
ENSDARG00000022904	ENSDART00000125344	4	8	
ENSDARG00000088937	ENSDART00000131350	0	2	
ENSDARG00000088937	ENSDART00000123936	78	102	
ENSDARG00000038153	ENSDART00000148552	1	0	
ENSDARG00000038151	ENSDART00000151626	5	3	
ENSDARG00000038156	ENSDART00000134890	121	121	
ENSDARG00000038159	ENSDART00000138594	10	15	
ENSDARG00000038159	ENSDART00000099262	47	42	
ENSDARG00000019103	ENSDART00000109814	52	37	
ENSDARG00000019103	ENSDART00000024302	131	139	
ENSDARG00000023053	ENSDART00000099690	25	12	
ENSDARG00000023053	ENSDART00000143187	6	0	
ENSDARG00000023055	ENSDART00000122534	110	109	
ENSDARG00000023055	ENSDART00000029111	9	3	
ENSDARG00000096365	ENSDART00000151579	4	4	
ENSDARG00000096365	ENSDART00000151073	9	7	
ENSDARG00000096365	ENSDART00000151595	44	36	
ENSDARG00000026109	ENSDART00000131347	4	8	
ENSDARG00000026109	ENSDART00000029930	26	31	
ENSDARG00000003251	ENSDART00000110366	7	4	
ENSDARG00000003251	ENSDART00000018336	70	67	
ENSDARG00000007549	ENSDART00000143154	13	14	
ENSDARG00000007549	ENSDART00000144696	16	8	
ENSDARG00000036888	ENSDART00000143750	5	2	
ENSDARG00000036888	ENSDART00000131437	7	1	
ENSDARG00000020417	ENSDART00000022236	15	8	
ENSDARG00000053155	ENSDART00000075146	55	57	
ENSDARG00000053155	ENSDART00000144024	1	0	
ENSDARG00000026811	ENSDART00000148892	20	17	
ENSDARG00000060153	ENSDART00000149450	3	6	
ENSDARG00000060153	ENSDART00000149642	31	28	
ENSDARG00000060150	ENSDART00000151449	8	6	
ENSDARG00000060150	ENSDART00000084448	37	40	
ENSDARG00000005941	ENSDART00000143794	23	21	
ENSDARG00000005941	ENSDART00000027090	177	181	
ENSDARG00000005942	ENSDART00000126115	3	8	
ENSDARG00000005944	ENSDART00000136035	79	85	
ENSDARG00000005944	ENSDART00000015309	2	1	
ENSDARG00000005947	ENSDART00000025669	111	73	
ENSDARG00000015065	ENSDART00000125214	2	0	
ENSDARG00000015065	ENSDART00000028349	158	117	
ENSDARG00000068386	ENSDART00000098879	5	14	
ENSDARG00000068385	ENSDART00000098875	14	20	
ENSDARG00000068385	ENSDART00000132715	2	0	
ENSDARG00000068385	ENSDART00000140580	2	1	
ENSDARG00000068385	ENSDART00000146196	2	1	
ENSDARG00000068385	ENSDART00000136769	76	95	
ENSDARG00000068380	ENSDART00000098868	1	0	
ENSDARG00000068380	ENSDART00000139352	6	27	
ENSDARG00000038900	ENSDART00000145262	1	0	
ENSDARG00000038900	ENSDART00000135585	8	0	
ENSDARG00000038900	ENSDART00000139683	8	12	
ENSDARG00000038900	ENSDART00000132125	2	0	
ENSDARG00000038905	ENSDART00000139769	5	2	
ENSDARG00000038905	ENSDART00000137361	17	12	
ENSDARG00000038905	ENSDART00000146836	8	6	
ENSDARG00000038905	ENSDART00000144837	2	2	
ENSDARG00000070528	ENSDART00000103611	65	131	
ENSDARG00000070528	ENSDART00000141604	11	5	
ENSDARG00000070524	ENSDART00000150474	48	36	
ENSDARG00000070522	ENSDART00000145615	173	154	
ENSDARG00000070522	ENSDART00000085216	0	2	
ENSDARG00000052780	ENSDART00000074703	35	44	
ENSDARG00000052780	ENSDART00000127240	38	25	
ENSDARG00000052789	ENSDART00000146607	8	4	
ENSDARG00000052789	ENSDART00000056101	17	6	
ENSDARG00000052789	ENSDART00000147236	20	11	
ENSDARG00000052789	ENSDART00000135718	20	4	
ENSDARG00000024522	ENSDART00000143623	4	2	
ENSDARG00000024522	ENSDART00000032407	94	67	
ENSDARG00000063719	ENSDART00000151550	59	64	
ENSDARG00000063719	ENSDART00000093376	16	9	
ENSDARG00000063713	ENSDART00000137880	22	24	
ENSDARG00000063713	ENSDART00000093368	5	6	
ENSDARG00000087779	ENSDART00000148119	2	1	
ENSDARG00000087779	ENSDART00000127277	75	37	
ENSDARG00000043296	ENSDART00000061535	1	2	
ENSDARG00000043294	ENSDART00000146591	6	9	
ENSDARG00000043294	ENSDART00000063554	2	0	
ENSDARG00000043299	ENSDART00000063568	6	1	
ENSDARG00000043299	ENSDART00000063564	3	22	
ENSDARG00000032990	ENSDART00000026965	56	39	
ENSDARG00000032990	ENSDART00000139719	15	10	
ENSDARG00000032990	ENSDART00000147940	3	2	
ENSDARG00000032990	ENSDART00000144838	16	14	
ENSDARG00000062442	ENSDART00000152209	4	12	
ENSDARG00000062442	ENSDART00000152126	2	1	
ENSDARG00000062442	ENSDART00000152443	1	0	
ENSDARG00000062447	ENSDART00000092240	24	10	
ENSDARG00000062447	ENSDART00000137756	43	28	
ENSDARG00000069419	ENSDART00000101030	185	165	
ENSDARG00000062448	ENSDART00000090334	25	33	
ENSDARG00000078773	ENSDART00000109160	12	7	
ENSDARG00000078773	ENSDART00000135171	1	6	
ENSDARG00000033647	ENSDART00000049944	33	38	
ENSDARG00000042527	ENSDART00000133438	5	3	
ENSDARG00000042527	ENSDART00000062359	24	12	
ENSDARG00000042526	ENSDART00000142156	8	5	
ENSDARG00000042522	ENSDART00000141252	1	0	
ENSDARG00000042522	ENSDART00000062350	15	8	
ENSDARG00000042522	ENSDART00000153016	2	0	
ENSDARG00000042521	ENSDART00000062352	40	27	
ENSDARG00000042520	ENSDART00000062349	6	3	
ENSDARG00000042520	ENSDART00000128050	29	9	
ENSDARG00000042529	ENSDART00000132697	11	13	
ENSDARG00000042529	ENSDART00000146338	5	12	
ENSDARG00000042529	ENSDART00000062363	55	53	
ENSDARG00000059923	ENSDART00000083876	78	131	
ENSDARG00000059923	ENSDART00000151071	7	8	
ENSDARG00000059925	ENSDART00000144729	30	45	
ENSDARG00000059925	ENSDART00000083890	173	154	
ENSDARG00000035770	ENSDART00000051906	0	3	
ENSDARG00000035770	ENSDART00000083679	22	26	
ENSDARG00000035771	ENSDART00000149842	20	13	
ENSDARG00000044544	ENSDART00000133152	5	2	
ENSDARG00000044544	ENSDART00000065401	17	14	
ENSDARG00000094077	ENSDART00000138284	2	3	
ENSDARG00000094077	ENSDART00000133234	1	0	
ENSDARG00000094075	ENSDART00000132138	4	1	
ENSDARG00000094075	ENSDART00000153234	43	27	
ENSDARG00000094075	ENSDART00000153292	2	0	
ENSDARG00000074414	ENSDART00000042074	186	193	
ENSDARG00000074414	ENSDART00000144145	6	5	
ENSDARG00000074414	ENSDART00000143899	0	1	
ENSDARG00000074415	ENSDART00000115089	0	1	
ENSDARG00000074415	ENSDART00000138981	27	22	
ENSDARG00000074410	ENSDART00000149374	2	2	
ENSDARG00000074410	ENSDART00000112643	1	2	
ENSDARG00000074419	ENSDART00000088249	72	35	
ENSDARG00000074419	ENSDART00000148940	0	2	
ENSDARG00000031647	ENSDART00000148650	11	2	
ENSDARG00000031647	ENSDART00000148661	7	7	
ENSDARG00000031649	ENSDART00000102857	6	19	
ENSDARG00000077855	ENSDART00000134074	3	7	
ENSDARG00000077855	ENSDART00000151293	1	3	
ENSDARG00000077855	ENSDART00000113951	6	5	
ENSDARG00000077853	ENSDART00000132208	3	1	
ENSDARG00000077852	ENSDART00000146415	19	2	
ENSDARG00000077852	ENSDART00000109516	1	0	
ENSDARG00000077852	ENSDART00000146463	27	29	
ENSDARG00000077850	ENSDART00000143682	1	6	
ENSDARG00000077850	ENSDART00000137335	8	14	
ENSDARG00000089522	ENSDART00000127649	10	4	
ENSDARG00000089525	ENSDART00000150446	0	1	
ENSDARG00000091249	ENSDART00000150840	48	41	
ENSDARG00000091243	ENSDART00000153040	4	4	
ENSDARG00000091243	ENSDART00000127064	3	6	
ENSDARG00000091245	ENSDART00000067778	4	7	
ENSDARG00000091245	ENSDART00000147082	5	0	
ENSDARG00000051809	ENSDART00000110769	37	28	
ENSDARG00000000369	ENSDART00000132747	3	4	
ENSDARG00000000369	ENSDART00000135209	1	0	
ENSDARG00000051804	ENSDART00000098215	29	53	
ENSDARG00000051804	ENSDART00000130539	1	0	
ENSDARG00000092916	ENSDART00000140652	1	3	
ENSDARG00000092916	ENSDART00000142247	2	0	
ENSDARG00000092915	ENSDART00000132730	22	12	
ENSDARG00000092915	ENSDART00000139950	32	25	
ENSDARG00000092910	ENSDART00000139956	1	0	
ENSDARG00000092910	ENSDART00000150477	42	44	
ENSDARG00000032200	ENSDART00000151807	1	2	
ENSDARG00000002219	ENSDART00000051886	16	2	
ENSDARG00000015901	ENSDART00000135075	4	21	
ENSDARG00000015901	ENSDART00000149789	2	0	
ENSDARG00000015901	ENSDART00000038648	82	94	
ENSDARG00000015901	ENSDART00000141722	1	0	
ENSDARG00000015902	ENSDART00000139231	2	3	
ENSDARG00000015902	ENSDART00000146467	0	1	
ENSDARG00000015902	ENSDART00000023218	2	1	
ENSDARG00000015902	ENSDART00000141499	9	12	
ENSDARG00000015905	ENSDART00000137705	2	0	
ENSDARG00000002210	ENSDART00000149148	1	1	
ENSDARG00000002210	ENSDART00000150125	4	1	
ENSDARG00000002210	ENSDART00000149363	21	15	
ENSDARG00000015907	ENSDART00000015801	98	115	
ENSDARG00000091796	ENSDART00000148118	10	7	
ENSDARG00000091796	ENSDART00000125958	19	6	
ENSDARG00000095031	ENSDART00000150634	15	26	
ENSDARG00000095031	ENSDART00000131936	0	3	
ENSDARG00000044968	ENSDART00000133413	3	2	
ENSDARG00000044968	ENSDART00000124167	38	13	
ENSDARG00000095032	ENSDART00000146341	45	35	
ENSDARG00000095032	ENSDART00000129648	1	0	
ENSDARG00000040277	ENSDART00000136336	1	1	
ENSDARG00000040277	ENSDART00000058938	53	24	
ENSDARG00000088693	ENSDART00000149753	23	8	
ENSDARG00000088692	ENSDART00000123907	3	1	
ENSDARG00000088692	ENSDART00000150657	31	17	
ENSDARG00000034961	ENSDART00000011540	31	22	
ENSDARG00000034961	ENSDART00000142021	9	19	
ENSDARG00000034961	ENSDART00000147120	10	9	
ENSDARG00000034961	ENSDART00000132819	5	6	
ENSDARG00000042063	ENSDART00000123069	12	9	
ENSDARG00000042063	ENSDART00000139867	32	30	
ENSDARG00000034240	ENSDART00000046973	70	82	
ENSDARG00000042065	ENSDART00000137624	25	26	
ENSDARG00000088344	ENSDART00000138929	22	13	
ENSDARG00000088344	ENSDART00000109648	141	89	
ENSDARG00000042069	ENSDART00000140990	20	17	
ENSDARG00000042069	ENSDART00000137287	4	4	
ENSDARG00000088342	ENSDART00000148923	2	0	
ENSDARG00000088342	ENSDART00000129081	91	75	
ENSDARG00000079455	ENSDART00000128317	4	2	
ENSDARG00000079455	ENSDART00000152580	86	68	
ENSDARG00000079457	ENSDART00000152955	14	14	
ENSDARG00000079457	ENSDART00000044812	1	0	
ENSDARG00000079456	ENSDART00000144113	98	145	
ENSDARG00000079451	ENSDART00000126371	1	0	
ENSDARG00000079451	ENSDART00000151711	14	7	
ENSDARG00000079453	ENSDART00000152787	31	27	
ENSDARG00000079453	ENSDART00000115343	3	0	
ENSDARG00000079459	ENSDART00000143105	4	2	
ENSDARG00000079459	ENSDART00000034526	49	64	
ENSDARG00000044381	ENSDART00000065169	23	18	
ENSDARG00000011113	ENSDART00000152531	6	9	
ENSDARG00000011113	ENSDART00000012872	3	1	
ENSDARG00000093797	ENSDART00000153206	3	2	
ENSDARG00000093797	ENSDART00000143609	31	19	
ENSDARG00000045381	ENSDART00000140791	7	1	
ENSDARG00000045381	ENSDART00000132451	4	5	
ENSDARG00000045381	ENSDART00000133531	2	1	
ENSDARG00000058207	ENSDART00000081040	9	2	
ENSDARG00000058207	ENSDART00000141314	5	18	
ENSDARG00000058207	ENSDART00000081015	14	13	
ENSDARG00000058207	ENSDART00000131425	1	1	
ENSDARG00000016763	ENSDART00000111678	17	5	
ENSDARG00000016763	ENSDART00000004424	204	289	
ENSDARG00000058203	ENSDART00000121697	6	13	
ENSDARG00000058203	ENSDART00000081016	152	91	
ENSDARG00000058203	ENSDART00000126382	3	2	
ENSDARG00000058202	ENSDART00000128610	37	53	
ENSDARG00000058202	ENSDART00000081025	3	2	
ENSDARG00000092265	ENSDART00000135611	1	3	
ENSDARG00000092265	ENSDART00000136396	1	0	
ENSDARG00000058208	ENSDART00000081035	50	40	
ENSDARG00000058208	ENSDART00000147190	19	15	
ENSDARG00000041602	ENSDART00000139826	2	7	
ENSDARG00000041602	ENSDART00000140814	2	2	
ENSDARG00000041602	ENSDART00000060979	3	1	
ENSDARG00000041602	ENSDART00000140054	1	1	
ENSDARG00000041609	ENSDART00000129768	5	1	
ENSDARG00000041609	ENSDART00000044574	5	0	
ENSDARG00000096563	ENSDART00000152160	0	2	
ENSDARG00000096563	ENSDART00000152430	9	0	
ENSDARG00000014690	ENSDART00000133105	10	11	
ENSDARG00000014690	ENSDART00000007957	5	1	
ENSDARG00000014690	ENSDART00000128917	4	3	
ENSDARG00000096564	ENSDART00000152368	1	0	
ENSDARG00000096564	ENSDART00000152189	14	10	
ENSDARG00000019341	ENSDART00000022704	63	34	
